time,ex,w_50%,alpha_50%,b_ex_50%
-28,0,-0.1904905,-0.1904905,
-27,0,-0.200164,-0.200164,
-26,0,-0.172105,-0.172105,
-25,0,0.000458059,0.000458059,
-24,0,-0.192492,-0.192492,
-23,0,-0.1692755,-0.1692755,
-22,0,0.1691575,0.1691575,
-21,0,-0.00106122,-0.00106122,
-20,0,-0.192163,-0.192163,
-19,0,9.0598e-06,9.0598e-06,
-18,0,-0.000839346,-0.000839346,
-17,0,-0.1688595,-0.1688595,
-16,0,-0.1727985,-0.1727985,
-15,0,0.000225785,0.000225785,
-14,0,0.002439185,0.002439185,
-13,0,-0.173109,-0.173109,
-12,0,-0.1540455,-0.1540455,
-11,0,-0.1713715,-0.1713715,
-10,0,0.0207186,0.0207186,
-9,0,-0.336008,-0.336008,
-8,0,-0.173611,-0.173611,
-7,0,-0.145098,-0.145098,
-6,0,0.1485855,0.1485855,
-5,0,-0.0227389,-0.0227389,
-4,0,0.166885,0.166885,
-3,0,-0.02199285,-0.02199285,
-2,0,-0.1744805,-0.1744805,
-1,0,0.02089455,0.02089455,
0,0,-0.0213491,-0.0213491,
1,1,-0.0008117345,-0.000634079,-0.00161493
2,1,0.1767905,0.1780295,-0.00476595
3,1,0.1562765,0.153916,-0.008328205
4,1,0.1600235,0.152553,-0.01579395
5,1,-0.1178125,-0.1489705,-0.0252404
6,1,0.1729415,0.146099,-0.03217815
7,1,-0.145717,-0.19608,-0.04245575
8,1,0.1975445,0.148691,-0.04950405
9,1,-0.124415,-0.2029595,-0.06212775
10,1,-0.2973015,-0.376467,-0.0716089
11,1,-0.1339395,-0.2306025,-0.0780428
12,1,0.2357765,0.15869,-0.0801217
13,1,-0.113862,-0.2149825,-0.08604945
14,1,0.0489182,-0.0310717,-0.0906354
15,1,0.04886315,-0.0378257,-0.0961674
16,1,-0.124703,-0.2421955,-0.1031745
17,1,-0.0605338,-0.185462,-0.1077125
18,1,0.03551095,-0.0613689,-0.1103215
19,1,0.081753,-0.02381815,-0.114476
20,1,-0.111957,-0.247155,-0.120292
21,1,0.06706245,-0.04505225,-0.123665
22,1,0.08918955,-0.0320242,-0.1288095
23,1,-0.0812931,-0.2374695,-0.1379985
24,1,-0.22733,-0.3900195,-0.1443745
25,1,-0.2487215,-0.4068225,-0.1476585
26,1,-0.07243765,-0.2347785,-0.1447225
27,1,0.1041085,-0.02844365,-0.1411975
28,1,-0.0217502,-0.1734735,-0.138838
29,1,0.1021585,-0.0216895,-0.137036
30,1,-0.07928845,-0.232894,-0.137952
31,1,-0.1466315,-0.29787,-0.1362875
32,1,0.07215035,-0.0522138,-0.13253
33,1,0.417799,0.286904,-0.131218
34,1,-0.0783327,-0.232116,-0.135988
35,1,-0.0480621,-0.2003905,-0.1408165
36,1,-0.0771987,-0.236242,-0.1432625
37,1,-0.04559645,-0.199868,-0.143404
38,1,-0.0747723,-0.2311895,-0.1429365
39,1,0.07452175,-0.05646075,-0.141703
40,1,-0.07625855,-0.2332535,-0.142393
41,1,0.111742,-0.01869355,-0.1412255
42,1,0.115841,-0.01914955,-0.1416175
43,1,-0.0726821,-0.2350945,-0.1457665
44,1,-0.07192365,-0.2345325,-0.148435
45,1,-0.1139845,-0.2754735,-0.150573
46,1,0.04347875,-0.093593,-0.1492085
47,1,0.2226915,0.0736996,-0.148793
48,1,-0.137012,-0.3030005,-0.1533265
49,1,0.08360805,-0.0613097,-0.1548535
50,1,-0.09517655,-0.2689955,-0.1578505
51,1,0.0895979,-0.06219915,-0.1589785
52,1,-0.4129165,-0.5851885,-0.1621235
53,1,0.0576766,-0.0922986,-0.1576725
54,1,-0.0676175,-0.2394235,-0.1557285
55,1,0.0544352,-0.08467495,-0.1517895
56,1,-0.1000465,-0.263848,-0.1492425
57,1,0.0804914,-0.0564167,-0.1446405
58,1,-0.09985485,-0.257531,-0.14224
59,1,-0.1064385,-0.2575175,-0.137438
60,1,0.0540964,-0.06787475,-0.1297285
61,1,-0.1010345,-0.2372205,-0.126251
62,1,0.0627424,-0.0453017,-0.118651
63,1,0.2232985,0.1126785,-0.1135155
64,1,-0.115744,-0.240964,-0.1118595
65,1,0.052281,-0.04402885,-0.1081395
66,1,-0.101884,-0.222553,-0.1059305
67,1,-0.1099245,-0.22101,-0.1015265
68,1,0.04893665,-0.0331022,-0.094469
69,1,0.05143975,-0.02680735,-0.0892386
70,1,0.04265275,-0.0291117,-0.0852654
71,1,-0.1084135,-0.200049,-0.08100135
72,1,0.03120225,-0.031908,-0.07521345
73,1,0.0352196,-0.02363805,-0.06910905
74,1,0.2074215,0.151746,-0.064817
75,1,-0.130189,-0.2028895,-0.063243
76,1,0.0367185,-0.0103276,-0.06078725
77,1,0.02633255,-0.0176304,-0.0577953
78,1,0.219996,0.1756675,-0.05393315
79,1,-0.1167995,-0.1828915,-0.0543491
80,1,-0.117168,-0.1781015,-0.0543121
81,1,0.193629,0.155337,-0.050694
82,1,0.02003255,-0.0176596,-0.0516621
83,1,0.0446503,0.00987032,-0.05072875
84,1,0.02347145,-0.01638885,-0.05251905
85,1,-0.1353535,-0.1992495,-0.0548857
86,1,0.1902415,0.151946,-0.05363465
87,1,-0.102135,-0.1713585,-0.0558586
88,1,-0.129848,-0.201727,-0.0574465
89,1,0.225107,0.1760605,-0.05592665
90,1,-0.123506,-0.2027085,-0.0593159
