time,ex,w_50%,alpha_50%,b_ex_50%
-28,0,0.04181425,0.04181425,
-27,0,0.04394555,0.04394555,
-26,0,-0.0691438,-0.0691438,
-25,0,-0.1150255,-0.1150255,
-24,0,0.00179835,0.00179835,
-23,0,-0.183725,-0.183725,
-22,0,0.000903936,0.000903936,
-21,0,-0.0451762,-0.0451762,
-20,0,-0.113123,-0.113123,
-19,0,0.0007622905,0.0007622905,
-18,0,-0.1565295,-0.1565295,
-17,0,-0.15968,-0.15968,
-16,0,-0.1963605,-0.1963605,
-15,0,-0.1125845,-0.1125845,
-14,0,-0.07279795,-0.07279795,
-13,0,-0.041513,-0.041513,
-12,0,0.001659505,0.001659505,
-11,0,-0.04040555,-0.04040555,
-10,0,-0.03998275,-0.03998275,
-9,0,-0.49468,-0.49468,
-8,0,-0.000119807,-0.000119807,
-7,0,-0.1516705,-0.1516705,
-6,0,-0.1114435,-0.1114435,
-5,0,0.04001295,0.04001295,
-4,0,0.00190659,0.00190659,
-3,0,0.0437816,0.0437816,
-2,0,0.0422132,0.0422132,
-1,0,0.244557,0.244557,
0,0,0.269751,0.269751,
1,1,0.217582,0.241083,0.013479
2,1,-0.00253838,0.000264402,-0.000213447
3,1,0.003000615,-0.007118055,-0.013216
4,1,0.0488081,0.0457199,-0.02604965
5,1,0.014556,-0.0204107,-0.04886585
6,1,-0.1229185,-0.210923,-0.0711053
7,1,0.06555575,0.0167326,-0.0773608
8,1,0.1295105,0.0585891,-0.09038035
9,1,-0.05103315,-0.197141,-0.1228795
10,1,-0.0411069,-0.2105645,-0.1474685
11,1,0.107896,-0.037015,-0.164823
12,1,-0.02321395,-0.235497,-0.197533
13,1,-0.112059,-0.363612,-0.228887
14,1,0.149639,-0.0754216,-0.2391885
15,1,-0.04039085,-0.341234,-0.276646
16,1,-0.0795994,-0.4119055,-0.3068605
17,1,-0.0728645,-0.4222895,-0.323972
18,1,-0.0190395,-0.3654395,-0.3297995
19,1,-0.0153851,-0.366087,-0.335617
20,1,-0.1178605,-0.47695,-0.3357095
21,1,-0.02263755,-0.3594455,-0.3187325
22,1,0.114888,-0.16147,-0.29987
23,1,0.105586,-0.1656155,-0.297263
24,1,0.0115627,-0.2805865,-0.3070385
25,1,0.0659962,-0.229343,-0.3198015
26,1,-0.0676457,-0.433411,-0.343271
27,1,0.1383395,-0.1970965,-0.357455
28,1,-0.001357585,-0.390653,-0.387016
29,1,0.006315725,-0.407709,-0.419705
30,1,0.0193229,-0.4241065,-0.4559285
31,1,0.03197635,-0.437564,-0.489924
32,1,-0.317769,-0.875393,-0.534815
33,1,-0.0910182,-0.665986,-0.5361705
34,1,-0.0927112,-0.6525725,-0.5212515
35,1,0.09105805,-0.3827025,-0.4962655
36,1,-0.0566531,-0.574148,-0.4877775
37,1,-0.021714,-0.508914,-0.468527
38,1,-0.0279154,-0.4944155,-0.4495265
39,1,-0.0856618,-0.5386705,-0.4237915
40,1,0.03996905,-0.320206,-0.387761
41,1,-0.05896665,-0.439546,-0.3574875
42,1,0.01900435,-0.284979,-0.3179755
43,1,0.06155635,-0.1975555,-0.2894405
44,1,0.003134665,-0.256759,-0.260773
45,1,0.1512985,-0.05845145,-0.2361805
46,1,0.04935575,-0.1562565,-0.231632
47,1,-0.000606402,-0.239121,-0.2367195
48,1,-0.09055245,-0.3513785,-0.2379845
49,1,-0.003886685,-0.235895,-0.228167
50,1,-0.0058895,-0.22738,-0.216679
51,1,-0.00669996,-0.2200595,-0.205089
52,1,0.002704365,-0.184983,-0.1898985
53,1,0.06332615,-0.0883642,-0.1746825
54,1,-0.0194148,-0.208105,-0.1713905
55,1,-0.02089225,-0.204057,-0.165783
56,1,-0.0245406,-0.196455,-0.154287
57,1,-0.02529535,-0.185344,-0.138789
58,1,-0.0181341,-0.1535215,-0.120479
59,1,0.0309056,-0.04630665,-0.0984671
60,1,0.02564565,-0.03519505,-0.08018785
61,1,0.01923945,-0.03255825,-0.0682194
62,1,0.01595435,-0.0261606,-0.0565917
63,1,0.0163165,-0.01829955,-0.0509946
64,1,-0.0625584,-0.1300565,-0.0450902
65,1,0.006602625,-0.01346815,-0.0290829
66,1,0.08865595,0.100444,-0.0146775
67,1,0.00402861,-0.006023655,-0.0145069
68,1,0.07312475,0.08445085,-0.01112115
69,1,0.00644205,-0.0090509,-0.0206288
70,1,-0.0694322,-0.1232125,-0.0323835
71,1,0.0106169,-0.01326315,-0.0314148
72,1,-0.0551093,-0.1110315,-0.03232715
73,1,0.005740875,-0.0128475,-0.02515415
74,1,-0.0710755,-0.1150215,-0.0187216
75,1,0.0805855,0.1105245,-0.00136086
76,1,0.0675169,0.09440155,0.004292995
77,1,-0.001035084,0.00312646,0.002256275
78,1,-0.002673545,-0.0007487085,-6.823465e-05
79,1,0.0682129,0.0951879,-0.00419417
80,1,-0.06718445,-0.1121765,-0.01598125
81,1,0.004747825,-0.0108919,-0.0211141
82,1,0.006693605,-0.007682525,-0.02211515
83,1,-0.0691373,-0.121564,-0.0289212
84,1,0.00762504,-0.0109067,-0.0243114
85,1,0.00709386,-0.0070974,-0.0228109
86,1,0.0872462,0.09287485,-0.02196005
87,1,0.00992635,-0.0124814,-0.03024545
88,1,0.01241765,-0.01938835,-0.04425845
89,1,-0.0518052,-0.145729,-0.06020865
90,1,-0.0427563,-0.151146,-0.0694714
