time,ex,w_50%,alpha_50%,b_ex_50%
-28,0,-0.0562485,-0.0562485,
-27,0,0.0215691,0.0215691,
-26,0,-0.00752812,-0.00752812,
-25,0,-0.07514855,-0.07514855,
-24,0,-0.01152595,-0.01152595,
-23,0,-0.08868955,-0.08868955,
-22,0,-0.1066745,-0.1066745,
-21,0,-0.0784291,-0.0784291,
-20,0,-0.0361034,-0.0361034,
-19,0,-0.02751695,-0.02751695,
-18,0,-0.133998,-0.133998,
-17,0,-0.04693075,-0.04693075,
-16,0,-0.0626201,-0.0626201,
-15,0,0.008808615,0.008808615,
-14,0,0.0177715,0.0177715,
-13,0,-0.05264325,-0.05264325,
-12,0,0.0797535,0.0797535,
-11,0,0.0440267,0.0440267,
-10,0,0.07348835,0.07348835,
-9,0,-0.09057145,-0.09057145,
-8,0,0.0175239,0.0175239,
-7,0,0.07992685,0.07992685,
-6,0,0.0163565,0.0163565,
-5,0,-0.07444425,-0.07444425,
-4,0,-0.01775305,-0.01775305,
-3,0,-0.198381,-0.198381,
-2,0,-0.1529635,-0.1529635,
-1,0,-0.0243557,-0.0243557,
0,0,0.03971205,0.03971205,
1,1,0.161764,0.188479,0.01796875
2,1,0.02031225,0.03379245,0.00376406
3,1,0.0838221,0.08109,-0.0162933
4,1,-0.0256935,-0.08821145,-0.05356815
5,1,-0.0430379,-0.1378405,-0.0818001
6,1,0.0307479,-0.06101835,-0.100805
7,1,0.04891605,-0.0676699,-0.128651
8,1,0.002162045,-0.1663355,-0.167981
9,1,-0.0369078,-0.257572,-0.208151
10,1,0.00810221,-0.2277265,-0.239838
11,1,-0.0409453,-0.3340525,-0.2759605
12,1,-0.05549755,-0.377941,-0.302204
13,1,-0.06746855,-0.3994755,-0.3141775
14,1,-0.0597795,-0.3869095,-0.310257
15,1,-0.07151665,-0.3834535,-0.297302
16,1,-0.00300728,-0.2716115,-0.26485
17,1,0.0307271,-0.1922905,-0.2325685
18,1,0.03859025,-0.159595,-0.208385
19,1,0.01134785,-0.178353,-0.1956115
20,1,0.007603675,-0.170878,-0.184552
21,1,-0.01121245,-0.1918835,-0.1754635
22,1,0.0423337,-0.110557,-0.162404
23,1,0.01201495,-0.146536,-0.1632775
24,1,-0.02513345,-0.201398,-0.1650925
25,1,-0.047549,-0.2226165,-0.161945
26,1,0.00361069,-0.1417995,-0.147485
27,1,-0.0114299,-0.1472685,-0.131534
28,1,0.003941015,-0.1063395,-0.112617
29,1,0.03386975,-0.0498751,-0.09586075
30,1,0.02430065,-0.0531212,-0.087445
31,1,0.01594995,-0.0577972,-0.0829469
32,1,0.01506775,-0.06239295,-0.08314205
33,1,-0.01282305,-0.106652,-0.0883803
34,1,0.01852805,-0.0636683,-0.089848
35,1,0.008144965,-0.0826191,-0.09440665
36,1,-0.01584455,-0.1249585,-0.100579
37,1,-0.0612129,-0.1790915,-0.1045355
38,1,0.0164624,-0.0685064,-0.09081365
39,1,0.006314985,-0.0723721,-0.0843633
40,1,0.04309045,-0.02137495,-0.0772525
41,1,0.02374465,-0.04582945,-0.08045605
42,1,-0.0576206,-0.1596735,-0.0899736
43,1,0.01960695,-0.0598828,-0.08557465
44,1,0.0161954,-0.0625742,-0.085619
45,1,-0.1565345,-0.255166,-0.091502
46,1,0.06161945,0.0115197,-0.06171205
47,1,0.0464915,0.008762215,-0.0492345
48,1,0.0277482,-0.00659832,-0.04519555
49,1,-0.01954775,-0.07747235,-0.04980255
50,1,0.0204367,-0.01775305,-0.04801435
51,1,-0.01699625,-0.0781655,-0.05241055
52,1,-0.00124837,-0.05396255,-0.05196585
53,1,-0.00331143,-0.05510215,-0.0510959
54,1,-0.006920955,-0.06107615,-0.04914595
55,1,-0.01140245,-0.06168965,-0.0452021
56,1,0.0333102,0.00570217,-0.0376766
57,1,-0.0005054455,-0.0399582,-0.04033475
58,1,-0.000597133,-0.0443899,-0.04325605
59,1,-0.0151913,-0.0680174,-0.0457463
60,1,-0.0127872,-0.065387,-0.0447256
61,1,-0.004224525,-0.04739085,-0.0397451
62,1,0.03387425,0.0129301,-0.03292475
63,1,-0.01742445,-0.0593377,-0.03474865
64,1,0.03727485,0.0176574,-0.0324776
65,1,-0.003170175,-0.04173265,-0.0373898
66,1,0.002409215,-0.03845495,-0.0417032
67,1,0.000323503,-0.05058755,-0.0492528
68,1,0.0184766,-0.0288489,-0.0546455
69,1,-0.0271355,-0.1038335,-0.06526995
70,1,-0.01013165,-0.08346255,-0.06798045
71,1,-0.01400785,-0.09044175,-0.0699734
72,1,0.00989611,-0.05246875,-0.0664807
73,1,-0.01741675,-0.0928986,-0.0681694
74,1,0.000206927,-0.06506955,-0.065123
75,1,-0.001822605,-0.06348655,-0.0618179
76,1,-0.001935785,-0.0564547,-0.05759505
77,1,0.01208895,-0.03489885,-0.0529409
78,1,0.0126119,-0.0314841,-0.04922495
79,1,0.01762835,-0.02628635,-0.05249465
80,1,-0.00785851,-0.07299375,-0.06131455
81,1,-0.00407531,-0.07170685,-0.06564065
82,1,0.01492625,-0.04511925,-0.0689066
83,1,-0.0115193,-0.09604535,-0.07767655
84,1,0.0128975,-0.0647251,-0.08241175
85,1,-0.03948015,-0.1434815,-0.0925692
86,1,-0.0250185,-0.1246155,-0.09212465
87,1,-0.0290105,-0.125307,-0.08372
88,1,-0.0141038,-0.0944764,-0.071097
89,1,0.0178353,-0.0255293,-0.05416805
90,1,0.053613,0.03416095,-0.03959065
