time,ex,w_50%,alpha_50%,b_ex_50%
-28,0,0.2052525,0.2052525,
-27,0,0.0421749,0.0421749,
-26,0,0.09906915,0.09906915,
-25,0,0.0462213,0.0462213,
-24,0,0.02077425,0.02077425,
-23,0,0.1104025,0.1104025,
-22,0,0.092477,0.092477,
-21,0,-0.04404055,-0.04404055,
-20,0,-0.03931905,-0.03931905,
-19,0,-0.00303639,-0.00303639,
-18,0,-0.05155585,-0.05155585,
-17,0,0.01772295,0.01772295,
-16,0,0.000339064,0.000339064,
-15,0,0.00249245,0.00249245,
-14,0,0.00340223,0.00340223,
-13,0,0.0701082,0.0701082,
-12,0,0.0417912,0.0417912,
-11,0,0.07938705,0.07938705,
-10,0,0.001330725,0.001330725,
-9,0,0.00749805,0.00749805,
-8,0,0.0202372,0.0202372,
-7,0,-0.0002416675,-0.0002416675,
-6,0,0.03654065,0.03654065,
-5,0,-0.05002495,-0.05002495,
-4,0,-0.040489,-0.040489,
-3,0,-0.07246025,-0.07246025,
-2,0,0.02303405,0.02303405,
-1,0,0.1218375,0.1218375,
0,0,0.2681975,0.2681975,
1,1,0.126823,0.1543335,0.0119632
2,1,0.07816315,0.1128525,0.0162382
3,1,0.04820405,0.085709,0.01353365
4,1,0.0988147,0.126991,0.00721099
5,1,-0.001470905,-0.0120576,-0.009581105
6,1,0.01328435,-0.000649525,-0.0233226
7,1,0.1277015,0.09287705,-0.04078345
8,1,-0.0814801,-0.1742885,-0.074665
9,1,-0.0453812,-0.1706845,-0.1023125
10,1,-0.155898,-0.302188,-0.1249865
11,1,-0.00367838,-0.1424655,-0.13143
12,1,0.002017615,-0.1374095,-0.13734
13,1,-0.1173515,-0.2866815,-0.1476825
14,1,-0.0807575,-0.2487225,-0.1432515
15,1,0.00318884,-0.1197515,-0.1294485
16,1,-0.1162985,-0.256024,-0.1183945
17,1,-0.00213831,-0.0991819,-0.09401115
18,1,0.00997466,-0.05461135,-0.0704487
19,1,-0.08654485,-0.15619,-0.05111725
20,1,0.05731075,0.04647675,-0.0245273
21,1,0.001438875,0.00031406,-0.006306545
22,1,0.0876433,0.124512,0.0141275
23,1,0.08767905,0.1351155,0.0256879
24,1,0.07455035,0.12855,0.02914125
25,1,-0.0103309,0.009234165,0.0246692
26,1,-0.0404311,-0.0288133,0.0224859
27,1,0.05169155,0.09891255,0.02832575
28,1,0.0362363,0.082485,0.0278088
29,1,0.02055215,0.0606794,0.0219748
30,1,0.0261473,0.0591421,0.01599905
31,1,-0.00777419,-0.00752784,0.006464545
32,1,-0.05225975,-0.0678751,-0.00355828
33,1,-0.02345895,-0.04275625,-0.0072449
34,1,-0.0264216,-0.04589435,-0.006812635
35,1,-0.03378585,-0.0518292,-0.004446235
36,1,0.06641045,0.0863527,0.00360861
37,1,0.02501665,0.04312465,0.003026615
38,1,-0.0441262,-0.05868625,-0.00200884
39,1,-0.0184366,-0.02934435,0.0009650295
40,1,0.00843751,0.02426425,0.005225535
41,1,0.1618375,0.1828545,0.00944358
42,1,-0.08946145,-0.1044975,-0.003993735
43,1,-0.03064105,-0.0518295,-0.00759127
44,1,0.0588592,0.06610045,-0.006372935
45,1,-0.00762179,-0.0262786,-0.0129371
46,1,-0.069431,-0.09947395,-0.01748095
47,1,0.004078685,-0.006685385,-0.01656505
48,1,0.006504605,-0.00110238,-0.01318345
49,1,0.00361427,-0.00547387,-0.01275045
50,1,0.02994885,0.02887545,-0.0131035
51,1,0.016595,0.009295485,-0.0161474
52,1,0.0163932,0.005043635,-0.02084455
53,1,-0.00431351,-0.03943485,-0.02833725
54,1,-0.1176745,-0.170092,-0.0357441
55,1,0.0143309,-0.00931039,-0.0305612
56,1,0.0103748,-0.01066935,-0.0268037
57,1,0.0889494,0.0760328,-0.0255831
58,1,-0.1068905,-0.152404,-0.03325685
59,1,0.0143641,-0.01016885,-0.03164625
60,1,-0.0603729,-0.104266,-0.03141785
61,1,0.008377645,-0.0073836,-0.02472235
62,1,0.1358445,0.128971,-0.0181726
63,1,0.007995585,-0.00956298,-0.02498905
64,1,-0.1091815,-0.1535175,-0.03497655
65,1,0.01283745,-0.0134171,-0.0339192
66,1,-0.05365825,-0.1032245,-0.03287375
67,1,0.009216785,-0.007890465,-0.0271931
68,1,0.006830595,-0.00754814,-0.02241865
69,1,0.0848462,0.07728315,-0.01944525
70,1,0.01102075,-0.00667423,-0.0243485
71,1,-0.107843,-0.1538865,-0.0327643
72,1,0.0136064,-0.00804049,-0.02842965
73,1,0.009001555,-0.00960607,-0.02715345
74,1,0.01020355,-0.009050765,-0.0261695
75,1,0.0925017,0.0765111,-0.0255248
76,1,-0.05539055,-0.106372,-0.0358266
77,1,-0.100243,-0.154648,-0.03957835
78,1,0.01259175,-0.01118955,-0.03218415
79,1,0.01026545,-0.00805648,-0.0275097
80,1,0.0935128,0.08609515,-0.02109825
81,1,0.009897615,-0.0104308,-0.028929
82,1,-0.1020095,-0.1538605,-0.036456
83,1,0.0113704,-0.01151795,-0.03204225
84,1,0.0107284,-0.01141305,-0.0300375
85,1,0.0114088,-0.0104309,-0.0295859
86,1,0.0112713,-0.01133375,-0.0311713
87,1,-0.09696465,-0.148989,-0.03637415
88,1,0.01015115,-0.009081135,-0.0298569
89,1,-0.06907305,-0.110144,-0.0248189
90,1,0.123854,0.132254,-0.01148835
