time,ex,Y,w_0.5%,w_2.5%,w_5%,w_10%,w_15%,w_20%,w_25%,w_30%,w_35%,w_40%,w_50%,w_60%,w_65%,w_70%,w_75%,w_80%,w_85%,w_90%,w_95%,w_97.5%,w_99.5%,alpha_0.5%,alpha_2.5%,alpha_5%,alpha_10%,alpha_15%,alpha_20%,alpha_25%,alpha_30%,alpha_35%,alpha_40%,alpha_50%,alpha_60%,alpha_65%,alpha_70%,alpha_75%,alpha_80%,alpha_85%,alpha_90%,alpha_95%,alpha_97.5%,alpha_99.5%,b_ex_0.5%,b_ex_2.5%,b_ex_5%,b_ex_10%,b_ex_15%,b_ex_20%,b_ex_25%,b_ex_30%,b_ex_35%,b_ex_40%,b_ex_50%,b_ex_60%,b_ex_65%,b_ex_70%,b_ex_75%,b_ex_80%,b_ex_85%,b_ex_90%,b_ex_95%,b_ex_97.5%,b_ex_99.5%
-28,0,0.370078319999999,-0.135958865,-0.073042305,-0.037652685,-0.00129947,0.02850211,0.05418008,0.08086575,0.107365,0.13435425,0.16283,0.2195015,0.2737824,0.29921805,0.3198505,0.34020675,0.3554394,0.36895175,0.3830372,0.4125597,0.442415075,0.503209025,-0.135958865,-0.073042305,-0.037652685,-0.00129947,0.02850211,0.05418008,0.08086575,0.107365,0.13435425,0.16283,0.2195015,0.2737824,0.29921805,0.3198505,0.34020675,0.3554394,0.36895175,0.3830372,0.4125597,0.442415075,0.503209025,,,,,,,,,,,,,,,,,,,,,
-27,0,-0.370078319999999,-0.501868465,-0.44118235,-0.4129968,-0.3857449,-0.3707826,-0.3600584,-0.3439085,-0.3208974,-0.2988249,-0.2733282,-0.224828,-0.172782,-0.1426729,-0.1136045,-0.085016225,-0.0558954199999999,-0.029151225,0.00152041899999998,0.040519195,0.0769751775,0.14257314,-0.501868465,-0.44118235,-0.4129968,-0.3857449,-0.3707826,-0.3600584,-0.3439085,-0.3208974,-0.2988249,-0.2733282,-0.224828,-0.172782,-0.1426729,-0.1136045,-0.085016225,-0.0558954199999999,-0.029151225,0.00152041899999998,0.040519195,0.0769751775,0.14257314,,,,,,,,,,,,,,,,,,,,,
-26,0,0.597112839999999,-0.0899851725,-0.0285010875,-0.00308177149999999,0.04469582,0.08427792,0.1182124,0.15427425,0.1918017,0.23176535,0.2733822,0.3499725,0.4223896,0.4632433,0.501619,0.5353375,0.562433,0.5820071,0.5963902,0.61301705,0.630157375,0.68958414,-0.0899851725,-0.0285010875,-0.00308177149999999,0.04469582,0.08427792,0.1182124,0.15427425,0.1918017,0.23176535,0.2733822,0.3499725,0.4223896,0.4632433,0.501619,0.5353375,0.562433,0.5820071,0.5963902,0.61301705,0.630157375,0.68958414,,,,,,,,,,,,,,,,,,,,,
-25,0,0,-0.28605772,-0.203684,-0.16429065,-0.120075,-0.09212868,-0.07144552,-0.05604795,-0.0424501,-0.029612655,-0.01991822,-0.002498925,0.01452182,0.0244921,0.03817428,0.050727125,0.06699366,0.08839481,0.1170086,0.16023365,0.196208775,0.265463785,-0.28605772,-0.203684,-0.16429065,-0.120075,-0.09212868,-0.07144552,-0.05604795,-0.0424501,-0.029612655,-0.01991822,-0.002498925,0.01452182,0.0244921,0.03817428,0.050727125,0.06699366,0.08839481,0.1170086,0.16023365,0.196208775,0.265463785,,,,,,,,,,,,,,,,,,,,,
-24,0,-0.413717869999999,-0.537124055,-0.481820175,-0.45458175,-0.4262942,-0.412069,-0.397989,-0.3784535,-0.3522432,-0.32805055,-0.2959368,-0.2414125,-0.1850888,-0.15604515,-0.1278878,-0.09495555,-0.06807522,-0.03559664,-0.00613091300000003,0.028818745,0.0508531200000001,0.113644515,-0.537124055,-0.481820175,-0.45458175,-0.4262942,-0.412069,-0.397989,-0.3784535,-0.3522432,-0.32805055,-0.2959368,-0.2414125,-0.1850888,-0.15604515,-0.1278878,-0.09495555,-0.06807522,-0.03559664,-0.00613091300000003,0.028818745,0.0508531200000001,0.113644515,,,,,,,,,,,,,,,,,,,,,
-23,0,0.186683349999999,-0.20031281,-0.124211225,-0.08618127,-0.04423795,-0.01485703,0.004162304,0.021895425,0.03829938,0.05826682,0.07579674,0.112453,0.1438096,0.15950755,0.1733687,0.184061,0.194506,0.2096874,0.2350283,0.27221495,0.303414675,0.379269945,-0.20031281,-0.124211225,-0.08618127,-0.04423795,-0.01485703,0.004162304,0.021895425,0.03829938,0.05826682,0.07579674,0.112453,0.1438096,0.15950755,0.1733687,0.184061,0.194506,0.2096874,0.2350283,0.27221495,0.303414675,0.379269945,,,,,,,,,,,,,,,,,,,,,
-22,0,0.0429801699999999,-0.239351565,-0.17609,-0.13502405,-0.09319727,-0.06894631,-0.04931948,-0.030379275,-0.01475959,-0.00290151250000001,0.00873394400000003,0.030181,0.04849866,0.05769788,0.06883213,0.08247945,0.0973476,0.11854975,0.1430761,0.1845466,0.219233675,0.296497445,-0.239351565,-0.17609,-0.13502405,-0.09319727,-0.06894631,-0.04931948,-0.030379275,-0.01475959,-0.00290151250000001,0.00873394400000003,0.030181,0.04849866,0.05769788,0.06883213,0.08247945,0.0973476,0.11854975,0.1430761,0.1845466,0.219233675,0.296497445,,,,,,,,,,,,,,,,,,,,,
-21,0,0,-0.257167555,-0.1953658,-0.1606325,-0.1143084,-0.089557755,-0.0676193,-0.0508886,-0.03708248,-0.0251546,-0.01458584,0.00092685,0.01752214,0.027159725,0.03840639,0.053018325,0.06916346,0.088676475,0.1138983,0.1566433,0.1899675,0.267631355,-0.257167555,-0.1953658,-0.1606325,-0.1143084,-0.089557755,-0.0676193,-0.0508886,-0.03708248,-0.0251546,-0.01458584,0.00092685,0.01752214,0.027159725,0.03840639,0.053018325,0.06916346,0.088676475,0.1138983,0.1566433,0.1899675,0.267631355,,,,,,,,,,,,,,,,,,,,,
-20,0,0.18405435,-0.200599605,-0.1215121,-0.08896416,-0.04486036,-0.01541125,0.006249324,0.026813575,0.04467905,0.060988185,0.077794,0.111478,0.144911,0.1612282,0.1745274,0.1842325,0.1949576,0.20970465,0.2328052,0.26962235,0.30500735,0.379058155000001,-0.200599605,-0.1215121,-0.08896416,-0.04486036,-0.01541125,0.006249324,0.026813575,0.04467905,0.060988185,0.077794,0.111478,0.144911,0.1612282,0.1745274,0.1842325,0.1949576,0.20970465,0.2328052,0.26962235,0.30500735,0.379058155000001,,,,,,,,,,,,,,,,,,,,,
-19,0,0.18724544,-0.209547295,-0.12224265,-0.08293982,-0.0407127,-0.01342837,0.00779575000000001,0.02673375,0.04511233,0.06316002,0.07974526,0.113012,0.1488642,0.1642007,0.1775124,0.188534,0.1994352,0.21325545,0.2344918,0.2724505,0.308795175,0.383817135,-0.209547295,-0.12224265,-0.08293982,-0.0407127,-0.01342837,0.00779575000000001,0.02673375,0.04511233,0.06316002,0.07974526,0.113012,0.1488642,0.1642007,0.1775124,0.188534,0.1994352,0.21325545,0.2344918,0.2724505,0.308795175,0.383817135,,,,,,,,,,,,,,,,,,,,,
