time,ex,Y,w_0.5%,w_2.5%,w_5%,w_10%,w_15%,w_20%,w_25%,w_30%,w_35%,w_40%,w_50%,w_60%,w_65%,w_70%,w_75%,w_80%,w_85%,w_90%,w_95%,w_97.5%,w_99.5%,alpha_0.5%,alpha_2.5%,alpha_5%,alpha_10%,alpha_15%,alpha_20%,alpha_25%,alpha_30%,alpha_35%,alpha_40%,alpha_50%,alpha_60%,alpha_65%,alpha_70%,alpha_75%,alpha_80%,alpha_85%,alpha_90%,alpha_95%,alpha_97.5%,alpha_99.5%,b_ex_0.5%,b_ex_2.5%,b_ex_5%,b_ex_10%,b_ex_15%,b_ex_20%,b_ex_25%,b_ex_30%,b_ex_35%,b_ex_40%,b_ex_50%,b_ex_60%,b_ex_65%,b_ex_70%,b_ex_75%,b_ex_80%,b_ex_85%,b_ex_90%,b_ex_95%,b_ex_97.5%,b_ex_99.5%
-48,0,-0.456392627343217,-0.54787446,-0.50368195,-0.4820578,-0.4625533,-0.4482486,-0.4329898,-0.4115055,-0.3899347,-0.35768165,-0.3181522,-0.240462,-0.166769,-0.12888285,-0.09709487,-0.0653276,-0.0373896,-0.0149494,0.00147357799999999,0.024529345,0.04731241,0.100119175,-0.54787446,-0.50368195,-0.4820578,-0.4625533,-0.4482486,-0.4329898,-0.4115055,-0.3899347,-0.35768165,-0.3181522,-0.240462,-0.166769,-0.12888285,-0.09709487,-0.0653276,-0.0373896,-0.0149494,0.00147357799999999,0.024529345,0.04731241,0.100119175,,,,,,,,,,,,,,,,,,,,,
-47,0,-0.0410025854350007,-0.24621644,-0.1884337,-0.15705515,-0.1164605,-0.09240549,-0.07748804,-0.06470265,-0.05492064,-0.046583635,-0.03965084,-0.02218725,-0.00636608399999999,0.002073823,0.01141829,0.021858225,0.03491068,0.053462725,0.07543615,0.11222815,0.1456112,0.21543281,-0.24621644,-0.1884337,-0.15705515,-0.1164605,-0.09240549,-0.07748804,-0.06470265,-0.05492064,-0.046583635,-0.03965084,-0.02218725,-0.00636608399999999,0.002073823,0.01141829,0.021858225,0.03491068,0.053462725,0.07543615,0.11222815,0.1456112,0.21543281,,,,,,,,,,,,,,,,,,,,,
-46,0,-0.0716476675304278,-0.27094851,-0.201123225,-0.1704164,-0.1348708,-0.1127261,-0.0984603,-0.08592855,-0.07729249,-0.06805855,-0.05815754,-0.0387591,-0.01886272,-0.00910871350000001,0.00170045199999999,0.011160025,0.02503488,0.041400015,0.06453557,0.1056057,0.1424483,0.206117325,-0.27094851,-0.201123225,-0.1704164,-0.1348708,-0.1127261,-0.0984603,-0.08592855,-0.07729249,-0.06805855,-0.05815754,-0.0387591,-0.01886272,-0.00910871350000001,0.00170045199999999,0.011160025,0.02503488,0.041400015,0.06453557,0.1056057,0.1424483,0.206117325,,,,,,,,,,,,,,,,,,,,,
-45,0,-0.365228566935953,-0.46947669,-0.4205684,-0.3974262,-0.3753606,-0.36324655,-0.3499442,-0.333366,-0.3129218,-0.2896791,-0.259311,-0.194901,-0.1333284,-0.10456645,-0.07453898,-0.0471088,-0.0236991199999999,-0.007418383,0.006537929,0.03406358,0.0575619475,0.10268143,-0.46947669,-0.4205684,-0.3974262,-0.3753606,-0.36324655,-0.3499442,-0.333366,-0.3129218,-0.2896791,-0.259311,-0.194901,-0.1333284,-0.10456645,-0.07453898,-0.0471088,-0.0236991199999999,-0.007418383,0.006537929,0.03406358,0.0575619475,0.10268143,,,,,,,,,,,,,,,,,,,,,
-44,0,0.023512930921612,-0.225866265,-0.16524995,-0.12433765,-0.08498813,-0.0617602,-0.04499684,-0.03277335,-0.02073709,-0.0117738,-0.002956702,0.0110922,0.02431628,0.032643215,0.04132265,0.052707625,0.06669524,0.08536129,0.1081503,0.14881515,0.18444035,0.248049985,-0.225866265,-0.16524995,-0.12433765,-0.08498813,-0.0617602,-0.04499684,-0.03277335,-0.02073709,-0.0117738,-0.002956702,0.0110922,0.02431628,0.032643215,0.04132265,0.052707625,0.06669524,0.08536129,0.1081503,0.14881515,0.18444035,0.248049985,,,,,,,,,,,,,,,,,,,,,
-43,0,0.0775414427642662,-0.204937825,-0.1371333,-0.10254825,-0.06462203,-0.03825644,-0.02167292,-0.0097161525,0.0010427753,0.010778415,0.02192854,0.0453989,0.06473476,0.07341198,0.08210271,0.0908076,0.1026766,0.11802145,0.1403033,0.1759548,0.2128449,0.28186798,-0.204937825,-0.1371333,-0.10254825,-0.06462203,-0.03825644,-0.02167292,-0.0097161525,0.0010427753,0.010778415,0.02192854,0.0453989,0.06473476,0.07341198,0.08210271,0.0908076,0.1026766,0.11802145,0.1403033,0.1759548,0.2128449,0.28186798,,,,,,,,,,,,,,,,,,,,,
-42,0,-0.192268482373454,-0.350288335,-0.295338125,-0.26384895,-0.2283442,-0.2105778,-0.198738,-0.18746,-0.1748673,-0.16252105,-0.1461538,-0.106614,-0.06508682,-0.04772917,-0.0298134,-0.01396825,-0.00183300599999996,0.01222169,0.03088365,0.06532444,0.0936709075,0.165025930000001,-0.350288335,-0.295338125,-0.26384895,-0.2283442,-0.2105778,-0.198738,-0.18746,-0.1748673,-0.16252105,-0.1461538,-0.106614,-0.06508682,-0.04772917,-0.0298134,-0.01396825,-0.00183300599999996,0.01222169,0.03088365,0.06532444,0.0936709075,0.165025930000001,,,,,,,,,,,,,,,,,,,,,
-41,0,0.032190049288829,-0.229501665,-0.156795725,-0.11897055,-0.07949872,-0.05713674,-0.04109776,-0.025982475,-0.01376723,-0.004602116,0.003352782,0.01896245,0.0329213,0.04036495,0.04906835,0.0587728,0.07056254,0.08874953,0.1136017,0.15122395,0.1872304,0.257117605,-0.229501665,-0.156795725,-0.11897055,-0.07949872,-0.05713674,-0.04109776,-0.025982475,-0.01376723,-0.004602116,0.003352782,0.01896245,0.0329213,0.04036495,0.04906835,0.0587728,0.07056254,0.08874953,0.1136017,0.15122395,0.1872304,0.257117605,,,,,,,,,,,,,,,,,,,,,
-40,0,0.0608373620926237,-0.221365145,-0.14166255,-0.10403735,-0.06930865,-0.04634375,-0.02683468,-0.0126223,-0.002936844,0.0060130995,0.01562072,0.0360922,0.0538713,0.06031695,0.06851067,0.078368825,0.0915843,0.10819655,0.1310677,0.17087605,0.20486135,0.27247005,-0.221365145,-0.14166255,-0.10403735,-0.06930865,-0.04634375,-0.02683468,-0.0126223,-0.002936844,0.0060130995,0.01562072,0.0360922,0.0538713,0.06031695,0.06851067,0.078368825,0.0915843,0.10819655,0.1310677,0.17087605,0.20486135,0.27247005,,,,,,,,,,,,,,,,,,,,,
-39,0,0.107660201640813,-0.19362564,-0.130552425,-0.09642271,-0.05955519,-0.03582618,-0.01697398,-0.0043231975,0.006585279,0.01755286,0.03115144,0.05992295,0.08441096,0.09533384,0.1055622,0.11467275,0.1259238,0.1413924,0.1614592,0.19741385,0.225979975,0.282703565,-0.19362564,-0.130552425,-0.09642271,-0.05955519,-0.03582618,-0.01697398,-0.0043231975,0.006585279,0.01755286,0.03115144,0.05992295,0.08441096,0.09533384,0.1055622,0.11467275,0.1259238,0.1413924,0.1614592,0.19741385,0.225979975,0.282703565,,,,,,,,,,,,,,,,,,,,,
