time,ex,w_50%,alpha_50%,b_ex_50%
-28,0,0.001200045,0.001200045,
-27,0,0.000256467,0.000256467,
-26,0,-0.205667,-0.205667,
-25,0,-0.08705475,-0.08705475,
-24,0,-0.109985,-0.109985,
-23,0,-0.218597,-0.218597,
-22,0,0.1037485,0.1037485,
-21,0,0.0165461,0.0165461,
-20,0,-0.19709,-0.19709,
-19,0,0.19931,0.19931,
-18,0,0.0853269,0.0853269,
-17,0,0.2898545,0.2898545,
-16,0,-0.01030885,-0.01030885,
-15,0,0.0934509,0.0934509,
-14,0,-0.19925,-0.19925,
-13,0,0.1049165,0.1049165,
-12,0,0.105426,0.105426,
-11,0,-0.201013,-0.201013,
-10,0,-0.00661147,-0.00661147,
-9,0,-0.09872995,-0.09872995,
-8,0,0.0008119675,0.0008119675,
-7,0,0.000425442,0.000425442,
-6,0,0.00099724,0.00099724,
-5,0,0.103729,0.103729,
-4,0,-0.09563065,-0.09563065,
-3,0,0.09087905,0.09087905,
-2,0,-0.207578,-0.207578,
-1,0,-0.0004357725,-0.0004357725,
0,0,-0.08034445,-0.08034445,
1,1,-0.3945285,-0.411783,-0.007331675
2,1,-0.001744165,-0.027652,-0.0131842
3,1,0.00843667,-0.0189908,-0.01918655
4,1,-0.0669647,-0.1298495,-0.025847
5,1,-0.167072,-0.239902,-0.03170385
6,1,-0.1643505,-0.245045,-0.0352267
7,1,-0.1541855,-0.23843,-0.03948675
8,1,-0.1335225,-0.2220845,-0.04033195
9,1,-0.1844655,-0.2673335,-0.0402779
10,1,0.132139,0.0812975,-0.03928195
11,1,-0.1687035,-0.2418145,-0.03899025
12,1,0.0158914,-0.02193105,-0.0375488
13,1,-0.0503875,-0.1212715,-0.03603115
14,1,-0.04348755,-0.112288,-0.0339107
15,1,0.01242125,-0.02003075,-0.0312
16,1,-0.0917382,-0.1546895,-0.02984985
17,1,-0.0501098,-0.101814,-0.02667635
18,1,0.0108365,-0.0111105,-0.0221659
19,1,0.007054525,-0.01231635,-0.0186705
20,1,-0.106002,-0.140229,-0.01548095
21,1,0.332456,0.319684,-0.01066225
22,1,0.00346814,-0.00559991,-0.009959955
23,1,0.00393678,-0.00497623,-0.0101339
24,1,0.123518,0.116804,-0.00928361
25,1,0.003071765,-0.00658339,-0.01077605
26,1,-0.183687,-0.20799,-0.01266345
27,1,0.00462165,-0.00453126,-0.01091515
28,1,0.1203605,0.112835,-0.00927884
29,1,0.0694674,0.06410095,-0.00970887
30,1,-0.0553641,-0.0822125,-0.01103915
31,1,0.00369989,-0.006852255,-0.01204065
32,1,0.0038182,-0.007880815,-0.0122098
33,1,-0.0482198,-0.07676215,-0.0137669
34,1,0.007105525,-0.00502312,-0.013423
35,1,-0.0454329,-0.07554415,-0.01322685
36,1,-0.1099885,-0.1385215,-0.01295895
37,1,0.13221,0.121134,-0.01172185
38,1,0.00417949,-0.005885785,-0.01206265
39,1,0.002636615,-0.00822016,-0.0117078
40,1,-0.1150455,-0.140359,-0.0119243
41,1,0.0783399,0.07102835,-0.0113388
42,1,-0.121886,-0.1451795,-0.0106148
43,1,0.1323555,0.128553,-0.00866115
44,1,0.00465269,-0.0008110235,-0.00856382
45,1,0.00309873,-0.0035103,-0.00854773
46,1,0.001826445,-0.004021255,-0.006728755
47,1,-0.03465645,-0.05321455,-0.00749302
48,1,0.00269761,-0.00328733,-0.00664838
49,1,0.00201977,-0.00244213,-0.00603866
50,1,0.134609,0.136732,-0.004720655
51,1,0.001514215,-0.00242397,-0.00643295
52,1,0.00327315,-0.0019756,-0.00686631
53,1,0.005145255,-0.001777275,-0.007050395
54,1,0.00479152,-0.00289363,-0.00865723
55,1,-0.117898,-0.1408775,-0.00979729
56,1,-0.0267377,-0.0501636,-0.00995443
57,1,0.138165,0.13104,-0.008536145
58,1,0.00422025,-0.00437818,-0.00983038
59,1,0.0052697,-0.004366175,-0.01009575
60,1,-0.125083,-0.1475615,-0.01105105
61,1,0.00530468,-0.006293965,-0.010505
62,1,0.004897585,-0.00425976,-0.01007875
63,1,0.003967445,-0.004716875,-0.008985315
64,1,-0.0821548,-0.105278,-0.00922422
65,1,0.00283068,-0.004072685,-0.008084775
66,1,0.0474642,0.05095765,-0.006687065
67,1,0.00362828,-0.001190635,-0.005766955
68,1,0.00419328,0.0008323255,-0.005131445
69,1,0.002249835,0.000104666,-0.0043796
70,1,0.07941775,0.0845315,-0.00431991
71,1,-0.1262365,-0.1342375,-0.003850365
72,1,0.1350605,0.140723,-0.00276099
73,1,0.001075795,-0.001928855,-0.00361194
74,1,0.001817545,-0.001470815,-0.00330346
75,1,0.00267884,-0.00047968,-0.004305275
76,1,-0.126094,-0.1416115,-0.00502378
77,1,0.001927685,0.0004921045,-0.00443382
78,1,0.0012477,0.0002288405,-0.00328257
79,1,0.00138633,0.000604171,-0.00221531
80,1,0.08939515,0.0965519,-0.001159095
81,1,0.001974565,0.002829285,-0.001732415
82,1,0.0006050635,-0.000249998,-0.0020974
83,1,-0.1262795,-0.1398925,-0.00328191
84,1,0.1736095,0.181332,-0.00157076
85,1,-0.12855,-0.144045,-0.002806655
86,1,0.001870485,0.002040175,-0.002107785
87,1,-1.257326e-05,0.00192571,-0.001403235
88,1,0.125076,0.1383715,-0.000528956
89,1,0.00190765,0.002443985,-0.00140694
90,1,-0.03080265,-0.0453101,-0.002823195
