time,ex,w_50%,alpha_50%,b_ex_50%
-28,0,-0.1275305,-0.1275305,
-27,0,-0.02284665,-0.02284665,
-26,0,-0.06453785,-0.06453785,
-25,0,0.00472105,0.00472105,
-24,0,0.00668279,0.00668279,
-23,0,0.115709,0.115709,
-22,0,0.347367,0.347367,
-21,0,-0.0102776,-0.0102776,
-20,0,0.1348795,0.1348795,
-19,0,0.1388285,0.1388285,
-18,0,0.138589,0.138589,
-17,0,0.00971877,0.00971877,
-16,0,-0.178083,-0.178083,
-15,0,-0.3170735,-0.3170735,
-14,0,-0.0365631,-0.0365631,
-13,0,0.4468295,0.4468295,
-12,0,-0.0695502,-0.0695502,
-11,0,0.1951755,0.1951755,
-10,0,-0.05584155,-0.05584155,
-9,0,-0.1740465,-0.1740465,
-8,0,-0.249597,-0.249597,
-7,0,-0.449027,-0.449027,
-6,0,-0.3424675,-0.3424675,
-5,0,-0.1165785,-0.1165785,
-4,0,-0.1172185,-0.1172185,
-3,0,0.07481605,0.07481605,
-2,0,0.05889855,0.05889855,
-1,0,0.0344701,0.0344701,
0,0,-0.1957845,-0.1957845,
1,1,0.3940595,0.399707,0.001167055
2,1,-0.1050275,-0.1181655,-0.008101245
3,1,0.1519775,0.139522,-0.0142188
4,1,0.1769875,0.157068,-0.02508505
5,1,0.151653,0.1164745,-0.04117915
6,1,-0.06228555,-0.136644,-0.06352365
7,1,0.0384781,-0.03481515,-0.08279175
8,1,-0.195169,-0.308738,-0.103384
9,1,-0.032438,-0.1641455,-0.1187385
10,1,-0.1602115,-0.3139335,-0.1316675
11,1,-0.02387635,-0.178429,-0.1396685
12,1,-0.22038,-0.3874485,-0.1499895
13,1,0.0166496,-0.1273515,-0.1523455
14,1,0.00207053,-0.1544245,-0.1547625
15,1,0.01057875,-0.1431435,-0.1590045
16,1,-0.01268175,-0.184598,-0.161165
17,1,-0.02190305,-0.202345,-0.165813
18,1,-0.001622385,-0.1744825,-0.169939
19,1,0.03579405,-0.126632,-0.1732495
20,1,-0.1080825,-0.2974605,-0.176462
21,1,-0.0455749,-0.2397585,-0.1762625
22,1,-0.0187978,-0.2051435,-0.176763
23,1,-0.01447405,-0.202774,-0.1750635
24,1,0.01867515,-0.146939,-0.1732375
25,1,0.05353405,-0.1100315,-0.17369
26,1,-0.0942873,-0.286685,-0.1759155
27,1,-0.0337815,-0.2228875,-0.175452
28,1,0.001505235,-0.1702365,-0.17334
29,1,-0.1191815,-0.3048675,-0.172221
30,1,-0.00130389,-0.1703815,-0.1657575
31,1,0.00124302,-0.1587835,-0.1591415
32,1,0.04797675,-0.0930897,-0.1533415
33,1,-0.0562453,-0.21708,-0.1514265
34,1,0.02666725,-0.1072185,-0.146284
35,1,-0.02868885,-0.1800815,-0.1410045
36,1,-0.008702055,-0.1497485,-0.135274
37,1,0.01623405,-0.108146,-0.1304695
38,1,0.00472658,-0.117115,-0.125176
39,1,0.00401924,-0.114302,-0.121564
40,1,0.03121315,-0.0760373,-0.115015
41,1,-0.00893766,-0.1265405,-0.1117625
42,1,-0.03675695,-0.1598855,-0.1102465
43,1,-0.00426042,-0.111121,-0.105285
44,1,-0.0227881,-0.1325315,-0.09909365
45,1,-0.00020107,-0.09271795,-0.093347
46,1,0.0156095,-0.0650881,-0.0871228
47,1,0.03767945,-0.0343651,-0.0851185
48,1,0.0167259,-0.0543417,-0.0807235
49,1,0.0493413,-0.0114152,-0.0772419
50,1,-0.0133618,-0.09628955,-0.07492235
51,1,-0.007360385,-0.0828322,-0.07464915
52,1,0.01078115,-0.05333175,-0.07202965
53,1,-0.00848765,-0.08258,-0.07035575
54,1,0.03060745,-0.02632205,-0.06810265
55,1,-0.00889499,-0.07930075,-0.06916895
56,1,0.0275945,-0.0237638,-0.0667659
57,1,0.01414895,-0.0445994,-0.06593675
58,1,-0.006144885,-0.0777657,-0.0659781
59,1,-0.0730103,-0.1528915,-0.0680666
60,1,0.0290103,-0.02425585,-0.06614165
61,1,-0.06163105,-0.1369945,-0.06535885
62,1,0.0227393,-0.0269966,-0.0615767
63,1,0.02539165,-0.0225281,-0.0600182
64,1,0.004760725,-0.05109745,-0.05840235
65,1,0.0225418,-0.02447125,-0.05863705
66,1,0.00190242,-0.04865375,-0.05675725
67,1,0.00388269,-0.0481026,-0.05649175
68,1,-0.01406535,-0.0765017,-0.0546969
69,1,-0.0254181,-0.08879485,-0.05383335
70,1,0.01947885,-0.02452955,-0.0539436
71,1,0.00212657,-0.0487458,-0.0520019
72,1,0.02027115,-0.02065195,-0.05088085
73,1,-0.0222976,-0.086263,-0.0526698
74,1,-0.06911565,-0.1353715,-0.052345
75,1,-0.00578272,-0.0588928,-0.0502934
76,1,-0.01319845,-0.06949435,-0.04611415
77,1,0.0170472,-0.0184494,-0.0445634
78,1,0.0164751,-0.01647895,-0.0418974
79,1,-0.00121709,-0.04189335,-0.0397891
80,1,0.00541479,-0.02923935,-0.0370193
81,1,0.0386465,0.0190854,-0.03314455
82,1,0.01049315,-0.0140253,-0.03005695
83,1,0.03205665,0.01342895,-0.03216975
84,1,0.0104102,-0.01196775,-0.0309745
85,1,-0.004704455,-0.03942265,-0.03142955
86,1,0.0124093,-0.0117839,-0.03305455
87,1,-0.0133629,-0.05429745,-0.03389515
88,1,-0.006072185,-0.04397735,-0.03449145
89,1,0.01105605,-0.0137371,-0.03528275
90,1,-0.0225803,-0.07419705,-0.03632125
