time,ex,w_50%,alpha_50%,b_ex_50%
-28,0,-0.1016045,-0.1016045,
-27,0,0.00402181,0.00402181,
-26,0,-0.00506993,-0.00506993,
-25,0,-0.00830946,-0.00830946,
-24,0,-0.0771445,-0.0771445,
-23,0,0.002931835,0.002931835,
-22,0,-0.273023,-0.273023,
-21,0,-0.1398195,-0.1398195,
-20,0,-0.146165,-0.146165,
-19,0,-0.0664302,-0.0664302,
-18,0,-0.188769,-0.188769,
-17,0,-0.0873368,-0.0873368,
-16,0,0.0256149,0.0256149,
-15,0,-0.149943,-0.149943,
-14,0,-0.006678755,-0.006678755,
-13,0,0.0650156,0.0650156,
-12,0,0.258782,0.258782,
-11,0,0.0900693,0.0900693,
-10,0,-0.183551,-0.183551,
-9,0,-0.2830085,-0.2830085,
-8,0,-0.0911164,-0.0911164,
-7,0,-0.0825957,-0.0825957,
-6,0,-0.1552715,-0.1552715,
-5,0,-0.1324715,-0.1324715,
-4,0,-0.1347295,-0.1347295,
-3,0,-0.128732,-0.128732,
-2,0,-0.245664,-0.245664,
-1,0,-0.2130235,-0.2130235,
0,0,0.04960995,0.04960995,
1,1,-0.228169,-0.2361215,-0.002068315
2,1,0.2101935,0.1986365,-0.00309163
3,1,0.1148775,0.09743305,-0.005773955
4,1,-0.2601695,-0.2937075,-0.0100336
5,1,-0.153149,-0.204476,-0.01265745
6,1,-0.1806175,-0.231827,-0.0144376
7,1,-0.0605952,-0.09089885,-0.0159679
8,1,-0.1526025,-0.2120275,-0.017283
9,1,-0.237939,-0.2969815,-0.0180047
10,1,-0.170688,-0.231995,-0.01815495
11,1,-0.1585335,-0.204391,-0.0172504
12,1,0.2180865,0.186955,-0.01580265
13,1,-0.165038,-0.1732185,-0.01450535
14,1,0.02678935,-0.0001868715,-0.01249985
15,1,0.0250095,0.0008471965,-0.01143215
16,1,0.01944205,-0.0007855465,-0.009588625
17,1,0.002881005,-0.01376915,-0.009007655
18,1,0.01970855,0.00138665,-0.00779884
19,1,0.0790102,0.06718585,-0.006953725
20,1,-0.126445,-0.1456115,-0.006814465
21,1,-0.00321486,-0.0149457,-0.00573236
22,1,0.08049015,0.07392975,-0.00536555
23,1,0.000754964,-0.0058853,-0.0053925
24,1,0.01561405,0.00460649,-0.006688905
25,1,0.1002965,0.09734395,-0.00397892
26,1,-0.004087475,-0.009689535,-0.00398933
27,1,0.01338065,0.00398902,-0.003602705
28,1,-0.00292453,-0.00942545,-0.00503521
29,1,0.012325,0.003840505,-0.00567949
30,1,-0.08691725,-0.102809,-0.00455466
31,1,-0.00407159,-0.00865751,-0.00637487
32,1,0.013764,0.004683065,-0.003397205
33,1,-0.00246855,-0.006989705,-0.00510395
34,1,-0.00540792,-0.009674955,-0.00333389
35,1,-0.005871785,-0.009253035,-0.00476837
36,1,0.0131719,0.004751215,-0.00270826
37,1,0.01098855,0.00376886,-0.00268786
38,1,0.01040935,0.003811575,-0.00232716
39,1,-0.0812146,-0.09352145,-0.002176165
40,1,-0.004394235,-0.00745987,-0.002096595
41,1,-0.007630765,-0.009800265,-0.00183067
42,1,0.0103449,0.00533013,-0.00374559
43,1,0.00834283,0.00488339,-0.003729455
44,1,0.1887925,0.1968265,-0.002924055
45,1,-0.00490528,-0.00635404,-0.003995475
46,1,0.0102293,0.007474645,-0.00111261
47,1,0.00818939,0.005475105,-0.00228931
48,1,0.1977045,0.200326,-0.003837255
49,1,-0.1870145,-0.197751,-0.00384365
50,1,0.0106006,0.00438998,-0.00378095
51,1,-0.1328535,-0.146272,-0.002599415
52,1,-0.000484303,-0.00220392,-0.00199875
53,1,0.009874995,0.002999145,-0.00211736
54,1,-0.13652,-0.146924,-0.00135723
55,1,0.259578,0.262234,-0.0002227845
56,1,-0.2035255,-0.2109595,-0.000131085
57,1,0.2083,0.2109505,-0.000774795
58,1,0.00909595,0.00380613,0.0005800765
59,1,-0.1395385,-0.1458385,9.390505e-05
60,1,0.009620715,0.006622135,0.00120755
61,1,-0.00954258,-0.009383945,0.001384755
62,1,-0.008020925,-0.005752295,0.002061705
63,1,0.008953555,0.007559135,0.00218291
64,1,0.09323795,0.103202,0.00231707
65,1,-0.0105075,-0.005640245,0.0010085
66,1,-0.01375515,-0.0076021,0.003471405
67,1,-0.008691615,-0.004587815,0.00282777
68,1,-0.012997,-0.005944665,0.00267617
69,1,0.134615,0.1478035,0.0007720795
70,1,0.005678605,0.00818159,-0.0005111045
71,1,0.00698045,0.008358875,-0.0002567305
72,1,-0.0116305,-0.00653859,-0.001198745
73,1,0.007246585,0.0080533,-0.00147108
74,1,0.004160215,0.000265322,-0.00180556
75,1,0.005867275,0.0059734,-0.001310885
76,1,-0.00753078,-0.00441537,-0.00186539
77,1,0.00777055,0.008551225,-0.00217157
78,1,0.004419675,0.006580455,-0.002141345
79,1,-0.00937402,-0.005592385,-0.00237804
80,1,-0.00791089,-0.00289779,-0.00274816
81,1,0.008837075,0.00711025,-0.002475865
82,1,0.00167193,-0.00369825,-0.00231822
83,1,0.007796455,0.00643882,-0.00301809
84,1,-0.009706265,-0.00594482,-0.00275886
85,1,0.008108595,0.008150915,-0.002735635
86,1,0.00808276,0.006877015,-0.00295512
87,1,-0.0112962,-0.006617825,-0.002814665
88,1,-0.01253735,-0.0072213,-0.00260028
89,1,0.00981585,0.00818054,-0.002950945
90,1,0.009164975,0.008310125,-0.00249294
