time,ex,w_50%,alpha_50%,b_ex_50%
-28,0,-0.05771095,-0.05771095,
-27,0,-0.000691729,-0.000691729,
-26,0,0.1023045,0.1023045,
-25,0,0.143758,0.143758,
-24,0,-0.04935035,-0.04935035,
-23,0,0.1055495,0.1055495,
-22,0,0.2430035,0.2430035,
-21,0,0.187675,0.187675,
-20,0,0.134042,0.134042,
-19,0,0.182145,0.182145,
-18,0,0.1078995,0.1078995,
-17,0,0.2627445,0.2627445,
-16,0,0.02889185,0.02889185,
-15,0,0.265493,0.265493,
-14,0,-0.1116525,-0.1116525,
-13,0,-0.2367875,-0.2367875,
-12,0,-0.189286,-0.189286,
-11,0,0.0014577,0.0014577,
-10,0,-0.2863755,-0.2863755,
-9,0,-0.231195,-0.231195,
-8,0,-0.0996865,-0.0996865,
-7,0,0.001777735,0.001777735,
-6,0,-0.100629,-0.100629,
-5,0,-0.176764,-0.176764,
-4,0,-0.143628,-0.143628,
-3,0,-0.3731355,-0.3731355,
-2,0,0.0450925,0.0450925,
-1,0,0.3075645,0.3075645,
0,0,0.151854,0.151854,
1,1,-0.03263505,-0.0171471,0.01987165
2,1,-0.01702385,0.02945215,0.0468879
3,1,0.2557445,0.3521885,0.07798775
4,1,-0.01388875,0.0561059,0.07151115
5,1,0.02228865,0.1077375,0.07149055
6,1,0.04536055,0.1297955,0.0700004
7,1,0.118544,0.2063945,0.05893965
8,1,0.07395495,0.1297365,0.0332826
9,1,-0.0158536,-0.02682255,-0.001987305
10,1,0.0248568,0.007492515,-0.03411575
11,1,0.0301211,-0.0230201,-0.06625
12,1,0.006455365,-0.09698495,-0.10529
13,1,-0.0585326,-0.21994,-0.145251
14,1,0.005897315,-0.1715065,-0.1780495
15,1,-0.05084825,-0.2767125,-0.2109595
16,1,0.0555888,-0.1643,-0.233567
17,1,-0.02305345,-0.3024175,-0.269619
18,1,-0.0880545,-0.412402,-0.3015775
19,1,-0.2040625,-0.5470745,-0.317802
20,1,-0.1019805,-0.4317575,-0.310179
21,1,0.107364,-0.152847,-0.283276
22,1,0.131497,-0.120225,-0.2725955
23,1,0.203555,-0.0570147,-0.281701
24,1,0.09032265,-0.212221,-0.3211655
25,1,-0.326311,-0.717571,-0.3738085
26,1,0.01997605,-0.3571955,-0.38212
27,1,-0.07220665,-0.488913,-0.395873
28,1,-0.06198625,-0.4803225,-0.3969815
29,1,-0.0168807,-0.422533,-0.3921385
30,1,-0.0414859,-0.445183,-0.386563
31,1,0.0321101,-0.331703,-0.3736205
32,1,-0.1065205,-0.4995285,-0.3671545
33,1,0.06800695,-0.2619855,-0.346106
34,1,-0.2015745,-0.564785,-0.3369405
35,1,-0.08790125,-0.415544,-0.300474
36,1,0.07653625,-0.1580485,-0.252127
37,1,-0.157718,-0.395133,-0.216695
38,1,0.12315,-0.0121419,-0.158323
39,1,0.0776154,-0.01590135,-0.118395
40,1,0.03925335,-0.0364092,-0.08972495
41,1,0.02657155,-0.02455535,-0.0634579
42,1,0.0656266,0.04337965,-0.0413242
43,1,0.07960055,0.0705619,-0.0304379
44,1,0.00983686,-0.0103496,-0.02874725
45,1,0.0108015,-0.008948225,-0.0278162
46,1,-0.0798724,-0.1289445,-0.02977165
47,1,0.03034215,0.02747555,-0.0175005
48,1,0.003942715,-0.003345955,-0.00769709
49,1,0.06798065,0.09156275,-0.003082425
50,1,0.0231843,0.03213195,-0.002536875
51,1,0.0268892,0.0322263,-0.008926315
52,1,0.06258225,0.06547035,-0.0154022
53,1,-0.02852355,-0.07503585,-0.0353236
54,1,-0.09580105,-0.167745,-0.04847325
55,1,0.00749502,-0.0400348,-0.0494216
56,1,-0.0189867,-0.07940625,-0.05024825
57,1,-0.05874545,-0.1340995,-0.05320935
58,1,0.0197112,-0.0158203,-0.04297385
59,1,0.0162886,-0.0167725,-0.0361489
60,1,-0.0555736,-0.105142,-0.0330109
61,1,0.001236195,-0.01925215,-0.022422
62,1,0.006240125,-0.003007485,-0.01263445
63,1,0.002035175,-0.0006520225,-0.003618735
64,1,-0.0037115,0.00342684,0.00697093
65,1,-0.008130365,0.00869222,0.01866455
66,1,0.0976527,0.1513105,0.0315776
67,1,0.01052195,0.04663635,0.0302329
68,1,-0.0131782,0.0107543,0.02676085
69,1,-0.08270685,-0.0785591,0.0260058
70,1,0.01042275,0.0521374,0.03698995
71,1,0.0694892,0.1373145,0.0469567
72,1,0.00214939,0.0553437,0.04897575
73,1,0.07225875,0.140414,0.0462987
74,1,0.03520535,0.0825073,0.03693035
75,1,-0.08872955,-0.0879809,0.0195736
76,1,-0.0242302,-0.02055425,0.01737385
77,1,-0.07824465,-0.0805131,0.01576465
78,1,0.008963725,0.03969315,0.0280407
79,1,0.05128845,0.108991,0.04034005
80,1,-0.02029475,0.0158583,0.042397
81,1,-0.01454525,0.0243233,0.04660025
82,1,0.0156786,0.07987925,0.0553734
83,1,0.019412,0.08819295,0.06040065
84,1,0.0423137,0.122452,0.06293505
85,1,0.0415982,0.1119325,0.05874955
86,1,-0.000631212,0.0418434,0.04644975
87,1,-0.0690873,-0.0516889,0.0352558
88,1,0.0317487,0.08558995,0.0357913
89,1,-0.03083155,-0.01452235,0.02932555
90,1,-0.01232995,0.0104255,0.0304754
