time,ex,w_50%,alpha_50%,b_ex_50%
-28,0,0.0335148,0.0335148,
-27,0,0.05761905,0.05761905,
-26,0,0.0430916,0.0430916,
-25,0,0.09237005,0.09237005,
-24,0,0.04322245,0.04322245,
-23,0,0.0512006,0.0512006,
-22,0,0.00662855,0.00662855,
-21,0,0.0213509,0.0213509,
-20,0,-0.0120693,-0.0120693,
-19,0,0.01084105,0.01084105,
-18,0,-0.02277825,-0.02277825,
-17,0,-0.01432065,-0.01432065,
-16,0,0.04805325,0.04805325,
-15,0,0.04032005,0.04032005,
-14,0,0.0750067,0.0750067,
-13,0,0.0830285,0.0830285,
-12,0,0.118997,0.118997,
-11,0,0.0260635,0.0260635,
-10,0,-0.0009990625,-0.0009990625,
-9,0,0.02372815,0.02372815,
-8,0,0.05663505,0.05663505,
-7,0,0.02909145,0.02909145,
-6,0,0.06213755,0.06213755,
-5,0,-0.0009497725,-0.0009497725,
-4,0,0.0902341,0.0902341,
-3,0,0.02884725,0.02884725,
-2,0,0.02825925,0.02825925,
-1,0,-0.0950398,-0.0950398,
0,0,0.1039595,0.1039595,
1,1,-0.05814265,-0.0652676,-0.002406345
2,1,0.02075065,0.0296867,0.0009051085
3,1,0.01828335,0.02980185,0.00252091
4,1,0.00381999,0.00832163,0.00130487
5,1,-0.07017965,-0.0778458,-0.000116084
6,1,-0.02137895,-0.0223877,0.00499514
7,1,0.00929075,0.03177275,0.01490605
8,1,0.09708775,0.1331585,0.02347425
9,1,0.06187625,0.09929225,0.02330915
10,1,0.00566028,0.0266745,0.01544045
11,1,-0.05800855,-0.0586198,0.006544185
12,1,0.011716,0.02600835,0.006342425
13,1,0.03413045,0.05374815,0.00377107
14,1,0.00408648,0.008353905,-0.001884585
15,1,0.0955615,0.0989159,-0.00718146
16,1,-0.115934,-0.1456205,-0.02198895
17,1,0.08035655,0.06998625,-0.02555915
18,1,0.01621205,-0.00978467,-0.0363617
19,1,0.0543411,0.01999855,-0.0483661
20,1,0.0003103895,-0.06733995,-0.0669431
21,1,-0.0310731,-0.127868,-0.0856911
22,1,-0.08965325,-0.2035915,-0.1034265
23,1,0.05626625,-0.0436176,-0.1097115
24,1,0.02420585,-0.09313405,-0.122825
25,1,-0.06482135,-0.220362,-0.141091
26,1,0.0494258,-0.09234095,-0.152657
27,1,-0.0890159,-0.2766325,-0.17066
28,1,-0.09008565,-0.2867215,-0.179077
29,1,-0.07622115,-0.2704905,-0.177569
30,1,-0.01445345,-0.195493,-0.166922
31,1,-0.0996398,-0.268836,-0.156135
32,1,0.06156935,-0.06309095,-0.1353055
33,1,0.04291095,-0.0694994,-0.12299
34,1,0.0112706,-0.09807555,-0.114977
35,1,-0.02906695,-0.1488485,-0.1088525
36,1,0.0852892,-0.00498861,-0.09931
37,1,-0.00627624,-0.109595,-0.100071
38,1,-0.0344926,-0.1427565,-0.09831905
39,1,0.006781485,-0.08165365,-0.09227855
40,1,0.009903535,-0.07333865,-0.08796465
41,1,-0.006064365,-0.098267,-0.08588745
42,1,-0.02046655,-0.111942,-0.0807114
43,1,-0.009451835,-0.0899821,-0.07284115
44,1,0.01485945,-0.0410438,-0.0644974
45,1,0.0632589,0.0187128,-0.0586668
46,1,0.02583935,-0.02143415,-0.05928065
47,1,-0.06689835,-0.1420415,-0.0639124
48,1,0.0696546,0.02053845,-0.05962555
49,1,0.0162266,-0.0364918,-0.0648405
50,1,-0.008162795,-0.0820765,-0.06893095
51,1,0.003899595,-0.0661836,-0.0740518
52,1,0.0145346,-0.0528092,-0.07705345
53,1,-0.0331487,-0.130107,-0.0834549
54,1,0.007421375,-0.0758077,-0.0865894
55,1,0.07158845,-0.0118844,-0.09066525
56,1,-0.07088495,-0.1859445,-0.104487
57,1,-0.02911165,-0.147372,-0.107213
58,1,0.084192,-0.01612195,-0.1079475
59,1,-0.06375045,-0.2013015,-0.1202245
60,1,-0.0583135,-0.199435,-0.124635
61,1,-0.0589577,-0.1974075,-0.123787
62,1,-0.06141815,-0.192947,-0.1151245
63,1,0.087033,-0.01011315,-0.1011795
64,1,0.0368579,-0.04981535,-0.0965926
65,1,-0.0683866,-0.1772085,-0.09790485
66,1,-0.0699989,-0.1743545,-0.091121
67,1,0.0255093,-0.03838805,-0.0751507
68,1,0.0216827,-0.03323625,-0.06427795
69,1,-0.0352298,-0.1021295,-0.055857
70,1,0.01381605,-0.02077025,-0.0431275
71,1,0.0581538,0.0378328,-0.0320177
72,1,0.006788825,-0.0147422,-0.02786055
73,1,0.00605899,-0.01141395,-0.02469735
74,1,0.06410215,0.05496265,-0.0218465
75,1,-0.0353613,-0.0710568,-0.0255725
76,1,-0.0325113,-0.0653061,-0.0245161
77,1,0.07424725,0.06762355,-0.01993245
78,1,0.00500384,-0.01147925,-0.02228405
79,1,0.007667075,-0.01298885,-0.02672485
80,1,-0.102612,-0.1422475,-0.03090945
81,1,0.0505158,0.03891045,-0.02432985
82,1,0.00679694,-0.01223485,-0.0224527
83,1,0.007392985,-0.01192425,-0.02421375
84,1,0.0771253,0.0635686,-0.0248583
85,1,-0.05145085,-0.09765655,-0.03368755
86,1,0.01124375,-0.01936825,-0.03785715
87,1,-0.09189725,-0.14572,-0.04375935
88,1,0.01327775,-0.01922695,-0.03903485
89,1,0.01297775,-0.01581085,-0.0354421
90,1,0.00974958,-0.0155436,-0.03359505
