time,ex,w_50%,alpha_50%,b_ex_50%
-28,0,-0.158303,-0.158303,
-27,0,-0.169419,-0.169419,
-26,0,0.000811493,0.000811493,
-25,0,-0.001106095,-0.001106095,
-24,0,-0.1662225,-0.1662225,
-23,0,-0.1802845,-0.1802845,
-22,0,-0.32816,-0.32816,
-21,0,-0.006781295,-0.006781295,
-20,0,0.170859,0.170859,
-19,0,0.1748065,0.1748065,
-18,0,0.002499235,0.002499235,
-17,0,0.02244155,0.02244155,
-16,0,-0.1782045,-0.1782045,
-15,0,0.00014458005,0.00014458005,
-14,0,0.166536,0.166536,
-13,0,0.01089945,0.01089945,
-12,0,0.01466165,0.01466165,
-11,0,0.161773,0.161773,
-10,0,-0.15352,-0.15352,
-9,0,-0.146582,-0.146582,
-8,0,-0.03502145,-0.03502145,
-7,0,-0.1690105,-0.1690105,
-6,0,-0.1771965,-0.1771965,
-5,0,-0.1773215,-0.1773215,
-4,0,-0.1694915,-0.1694915,
-3,0,0.01142155,0.01142155,
-2,0,-0.1516345,-0.1516345,
-1,0,0.182752,0.182752,
0,0,-0.3284695,-0.3284695,
1,1,-0.01637825,-0.04669345,-0.0243634
2,1,-0.1273275,-0.1943605,-0.0481876
3,1,-0.1182615,-0.184532,-0.049825
4,1,0.0181096,-0.0126659,-0.0415303
5,1,0.172575,0.155828,-0.0339386
6,1,0.0354023,0.00548848,-0.0507243
7,1,0.1882905,0.1422275,-0.0712385
8,1,0.0769544,-0.02066395,-0.119266
9,1,0.07015475,-0.0921867,-0.1774485
10,1,-0.1771975,-0.451676,-0.2514185
11,1,-0.1671435,-0.492609,-0.297021
12,1,0.171072,-0.1365375,-0.323633
13,1,-0.431162,-0.8342645,-0.3735225
14,1,-0.10648,-0.506916,-0.367543
15,1,0.166871,-0.1578785,-0.345301
16,1,-0.118041,-0.4985405,-0.352407
17,1,-0.1202675,-0.4920395,-0.3437455
18,1,-0.136775,-0.481317,-0.3153345
19,1,0.008109785,-0.262079,-0.2721065
20,1,-0.02961205,-0.272366,-0.2278225
21,1,0.0949477,-0.06831325,-0.180715
22,1,0.0769234,-0.05405175,-0.1465365
23,1,-0.0583633,-0.199723,-0.126495
24,1,0.02125445,-0.05975325,-0.0939811
25,1,0.0328197,-0.0179303,-0.06637705
26,1,0.003650985,-0.037371,-0.0430671
27,1,0.1620235,0.17015,-0.0162673
28,1,0.02238425,0.01886375,-0.0133121
29,1,-0.0127122,-0.0300713,-0.01228445
30,1,0.004781735,-0.000387473,-0.01080175
31,1,0.00119075,-0.00130258,-0.005691435
32,1,-0.002135855,0.0001349095,-0.00175387
33,1,-0.001746325,0.000262399,-0.00136982
34,1,-0.01513205,-0.019207,0.002595925
35,1,-0.003201345,0.0008556655,0.006979705
36,1,-0.006043245,0.007005785,0.0143006
37,1,0.00523599,0.0290288,0.0209196
38,1,0.1336685,0.187937,0.0303352
39,1,-0.0141108,0.007172735,0.02202115
40,1,-0.02010495,-0.01395325,0.0127219
41,1,-0.005963015,0.0005454275,0.00957215
42,1,-0.00310379,0.00353068,0.006607205
43,1,-0.00183309,0.000708339,0.00291231
44,1,0.0013832,0.001754565,0.000278823
45,1,0.002801255,0.0002269915,-0.002947195
46,1,-0.005389055,-0.0159801,-0.006877555
47,1,0.00362299,-0.0005027915,-0.005943865
48,1,0.01391295,0.0128679,-0.00935655
49,1,0.00297151,-0.00440493,-0.0102406
50,1,0.006603925,-0.00534844,-0.0131255
51,1,0.006710765,-0.006128875,-0.01960375
52,1,-0.0003012065,-0.0257774,-0.0243938
53,1,0.01591655,-0.009958605,-0.0316964
54,1,-0.1339305,-0.1917475,-0.04380125
55,1,0.01420765,-0.01011935,-0.0328357
56,1,0.00862638,-0.009766755,-0.0227899
57,1,0.01575175,0.01056765,-0.01457165
58,1,0.00643783,-0.00527352,-0.01229885
59,1,0.007252155,-0.00324974,-0.0131144
60,1,0.00449573,-0.00257136,-0.00847703
61,1,0.00386961,-0.002621495,-0.008559415
62,1,0.00286706,-0.00182877,-0.008670615
63,1,-0.005325405,-0.0171926,-0.0101431
64,1,0.01470025,0.01438785,-0.00826287
65,1,0.00643518,-0.00508172,-0.01172575
66,1,0.00935336,-0.00200433,-0.01396305
67,1,0.00926627,-0.00747248,-0.01834095
68,1,0.007167075,-0.00991091,-0.0215476
69,1,-0.140441,-0.187892,-0.0295932
70,1,0.02591925,0.0152676,-0.0195358
71,1,0.007067065,-0.00121607,-0.01173455
72,1,2.82375e-06,-0.0022502,-0.003837995
73,1,-0.0009966765,-5.461815e-05,0.00436503
74,1,-0.00474907,0.003199175,0.011132
75,1,-0.00866976,0.005496715,0.0175452
76,1,0.137559,0.1822455,0.02837915
77,1,-0.1600385,-0.166055,0.01469865
78,1,0.126836,0.1740145,0.02883155
79,1,-0.01216575,0.009313525,0.02547665
80,1,-0.00935466,0.00773664,0.0226076
81,1,-0.01241595,0.005400915,0.02383135
82,1,-0.01015645,0.00611346,0.0210869
83,1,-0.014426,0.00524938,0.0273191
84,1,-0.01627365,0.00962972,0.030188
85,1,-0.01651555,0.00845869,0.0361394
86,1,0.1290015,0.193164,0.04766575
87,1,-0.0184961,0.0104132,0.03778795
88,1,-0.002490845,0.0310628,0.0327875
89,1,-0.008930525,0.0079753,0.0271783
90,1,-0.0224921,-0.0145746,0.02074315
